"Date","Open","High","Low","Close","Adj.Close","Volume","Stock","Title","Year","Genre","Runtime","Director","Writer","Actors","Rated","IMDB.Rating","Metascore","IMDB.Votes","Awards","Box.Office","Country","Language","Description"
"2011-08-19",1140.47,1154.54,1122.05,1123.53,1123.53,5167560000,"^SPX","One Day","2011","Drama, Romance","107 min","Lone Scherfig","David Nicholls","Anne Hathaway, Jim Sturgess, Patricia Clarkson","PG-13",7,48,"172,632","1 win & 2 nominations total","$13,843,771","United States, United Kingdom","English","Emma and Dexter meet on the night of their university graduation. We see them every year on the anniversary of that date - July 15th. Emma is smart but success doesn't come quickly for her, whereas for Dexter, success and women come very easily. Through the years they grow apart as their lives take different directions and they meet other people. But as they grow apart from those other people and their lives start taking opposite directions again, Emma and Dexter find that they belong with each other."
"2011-08-26",1158.85,1181.23,1135.91,1176.8,1176.8,5035320000,"^SPX","Colombiana","2011","Action, Crime, Drama","108 min","Olivier Megaton","Luc Besson, Robert Mark Kamen","Zoe Saldana, Michael Vartan, Callum Blue","PG-13",6.4,45,"110,651","2 wins & 5 nominations total","$36,665,854","France, United States, United Kingdom","English, Spanish","A young woman grows up to be a stone-cold assassin after witnessing her parents' murder as a child in Bogota. She works for her uncle as a hitman by day, but her personal time is spent engaging in vigilante murders that she hopes will lead her to her ultimate target - the mobster responsible for her parents' death."
"2011-09-09",1185.37,1185.37,1148.37,1154.23,1154.23,4586370000,"^SPX","Contagion","2011","Drama, Thriller","106 min","Steven Soderbergh","Scott Z. Burns","Matt Damon, Kate Winslet, Jude Law","PG-13",6.8,70,"321,940","2 wins & 14 nominations total","$75,658,097","United Arab Emirates, United States","English, Mandarin, Cantonese","Soon after her return from a business trip to Hong Kong, Beth Emhoff dies from what is a flu or some other type of infection. Her young son dies later the same day. Her husband Mitch however seems immune. Thus begins the spread of a deadly infection. For doctors and administrators at the U.S. Centers for Disease Control, several days pass before anyone realizes the extent or gravity of this new infection. They must first identify the type of virus in question and then find a means of combating it, a process that will likely take several months. As the contagion spreads to millions of people worldwide, societal order begins to break down as people panic."
"2011-09-29",1151.74,1175.87,1139.93,1160.4,1160.4,5285740000,"^SPX","Margin Call","2011","Drama, Thriller","107 min","J.C. Chandor","J.C. Chandor","Zachary Quinto, Stanley Tucci, Kevin Spacey","R",7.1,76,"150,040","Nominated for 1 Oscar. 8 wins & 24 nominations total","$5,354,039","United States","English","A respected financial company is downsizing, and one of the victims is the risk-management division head, who was working on a major analysis just when he was let go. His protégé completes the study late into the night, then frantically calls his colleagues in about the company's financial disaster he has discovered. What follows is a long night of panicked double-checking and double-dealing as the senior management prepare to do whatever it takes to mitigate the coming debacle even as the handful of conscientious comrades find themselves dragged along into the unethical abyss."
"2011-10-07",1165.03,1171.4,1150.26,1155.46,1155.46,5580380000,"^SPX","Real Steel","2011","Action, Drama, Sci-Fi","127 min","Shawn Levy","John Gatins, Dan Gilroy, Jeremy Leven","Hugh Jackman, Evangeline Lilly, Dakota Goyo","PG-13",7.1,56,"366,352","Nominated for 1 Oscar. 2 wins & 6 nominations total","$85,468,508","United States, India","English, Ukrainian","In the near future when people become uninterested in boxing and similar sports, a new sport is created - Robot boxing wherein robots battle each other while being controlled by someone. Charlie Kenton, a former boxer who's trying to make it in the new sport, not only doesn't do well, he is very deeply in the red. When he learns that his ex, mother of his son Max, dies, he goes to figure out what to do with him. His ex's sister wants to take him in but Charlie has first say in the matter. Charlie asks her husband for money so he can buy a new Robot in exchange for turning Max over to them. He takes Max for the summer. And Max improves his control of his robot. But when the robot is destroyed, they go to a scrap yard to get parts. Max finds an old generation robot named Atom and restores him. Max wants Atom to fight but Charlie tells him he won't last a round. However, Atom wins. And it isn't long before Atom is getting major bouts. Max gets Charlie to teach Atom how to fight, and the father and son bond strenghtens."
"2011-10-21",1215.39,1239.03,1215.39,1238.25,1238.25,4980770000,"^SPX","The Three Musketeers","2011","Action, Adventure, Fantasy","110 min","Paul W.S. Anderson","Alex Litvak, Andrew Davies, Alexandre Dumas","Logan Lerman, Matthew Macfadyen, Ray Stevenson","PG-13",5.7,35,"113,197","5 nominations total","$20,374,484","United States, Germany, France, United Kingdom","English","After failing to steal Leonardo Da Vinci's airship blueprints, the Musketeers are disbanded by Cardinal Richeliu, leaving Athos, Porthos, and Aramis on the streets of Paris. In the meantime, young, reckless, ambitious D'Artagnan has set off from Gascony with dreams of becoming a Musketeer himself, not realizing that they have been disbanded. In no time, D'Artagnan manages to offend Athos, Porthos, and Aramis on different occasions and challenges them all to duels. But before the duels can take place they are attacked by guards who try to arrest them for illegal dueling. The ex-Musketeers and D'Artagnan fight off the soldiers, leading to the four men becoming a band with the motto of ""All for one and one for all"". Count Richelieu is not only determined to be rid of the Musketeers, but also schemes with Athos' former lover Milady to undermine the reign of King Louis and his wife. The Musketeers and D'Artagnan are determined to save the Royal Family and France itself."
"2011-10-21",1215.39,1239.03,1215.39,1238.25,1238.25,4980770000,"^SPX","We Need to Talk About Kevin","2011","Drama, Mystery, Thriller","112 min","Lynne Ramsay","Lynne Ramsay, Rory Stewart Kinnear, Lionel Shriver","Tilda Swinton, John C. Reilly, Ezra Miller","R",7.4,68,"172,965","Nominated for 3 BAFTA 26 wins & 66 nominations total","$1,738,692","United Kingdom, United States","English","Eva's a mother trying to piece together her life following an incident caused by her odd child, Kevin. Once a successful writer, she's forced to take whatever comes her way, in spite of the increasingly bizarre and dangerous things Kevin says, or does."
"2011-10-28",1284.39,1287.08,1277.01,1285.09,1285.09,4536690000,"^SPX","In Time","2011","Action, Sci-Fi, Thriller","109 min","Andrew Niccol","Andrew Niccol","Justin Timberlake, Amanda Seyfried, Cillian Murphy","PG-13",6.7,53,"463,944","2 nominations total","$37,520,095","United States","English","Welcome to a world where time has become the ultimate currency. You stop aging at 25, but there's a catch: you're genetically-engineered to live only one more year, unless you can buy your way out of it. The rich ""earn"" decades at a time (remaining at age 25), becoming essentially immortal, while the rest beg, borrow or steal enough hours to make it through the day. When a man from the wrong side of the tracks is falsely accused of murder, he is forced to go on the run with a beautiful hostage. Living minute to minute, the duo's love becomes a powerful tool in their war against the system."
"2011-11-01",1251,1251,1215.42,1218.28,1218.28,5645540000,"^SPX","The Human Centipede 2 (Full Sequence)","2011","Horror","91 min","Tom Six","Tom Six","Laurence R. Harvey, Ashlynn Yennie, Maddi Black","Not Rated",3.8,17,"44,663","1 win & 5 nominations total","$141,877","United States, Netherlands","English","Martin is a mentally disturbed loner who lives with his mother in a bleak housing project. He works the night shift as a security guard in an equally grim and foreboding underground parking complex. To escape his dreary existence, Martin loses himself in the fantasy world of the cult horror film The Human Centipede (First Sequence) (2009), fetishizing the meticulous surgical skills of the gifted Dr. Heiter, whose knowledge of the human gastrointestinal system inspires Martin to attempt the unthinkable."
"2011-11-11",1240.12,1266.98,1240.12,1263.85,1263.85,3370180000,"^SPX","Immortals","2011","Action, Drama, Fantasy","110 min","Tarsem Singh","Charley Parlapanides, Vlas Parlapanides","Henry Cavill, Mickey Rourke, John Hurt","R",6,46,"179,753","1 win & 6 nominations total","$83,504,017","United States, Canada","English, Greek","Eons after the Gods won their mythic struggle against the Titans, a new evil threatens the land. Mad with power, King Hyperion (Mickey Rourke) has declared war against humanity. Amassing a bloodthirsty army of soldiers disfigured by his own hand, Hyperion has scorched Greece in search of the legendary Epirus Bow, a weapon of unimaginable power forged in the heavens by Ares (Daniel Sharman). Only he who possesses this bow can unleash the Titans, who have been imprisoned deep within the walls of Mount Tartaros since the dawn of time and thirst for revenge. In the King's hands, the bow would rain destruction upon mankind and annihilate the Gods. But ancient law dictates the Gods must not intervene in man's conflict. They remain powerless to stop Hyperion, until a peasant named Theseus (Henry Cavill) comes forth as their only hope. Secretly chosen by Zeus (Luke Evans), Theseus must save his people from Hyperion and his hordes. Rallying a band of fellow outsiders, including visionary Priestess Phaedra (Freida Pinto) and cunning slave Stavros (Stephen Dorff), one hero will lead the uprising, or watch his homeland fall into ruin and his Gods vanish into legend."
"2011-11-15",1251.7,1264.25,1244.34,1257.81,1257.81,3599300000,"^SPX","Puss in Boots","2011","Animation, Action, Adventure","90 min","Chris Miller","Tom Wheeler, Brian Lynch, William Davies","Antonio Banderas, Salma Hayek, Zach Galifianakis","PG",6.6,65,"200,145","Nominated for 1 Oscar. 9 wins & 43 nominations total","$149,260,504","United States","English, Spanish","Years before meeting Shrek and Donkey, the adorable but tricky Puss in Boots must clear his name from all charges making him a wanted fugitive. While trying to steal magic beans from the infamous criminals Jack and Jill, the hero crosses paths with his female match, Kitty Softpaws, who leads Puss to his old friend, but now enemy, Humpty Dumpty. Memories of friendship and betrayal enlarges Puss' doubt, but he eventually agrees to help the egg get the magic beans. Together, the three plan to steal the beans, get to the Giant's castle, nab the golden goose, and clear Puss' name."
